"No.","Time","Source","Destination","MAC src","Protocol","Length","MAC dst","Info"
"120","0.029950595","8.8.8.8","10.10.0.10","d6:a1:12:c1:81:dd","DNS","126","5a:6a:8b:8c:c7:96","Standard query response 0x5476 AAAA proxy.tpfinal-tyr.com SOA dns.tpfinal-tyr.com"
"121","0.031506683","10.10.0.1","8.8.8.8","5a:6a:8b:8c:c7:96","DNS","81","d6:a1:12:c1:81:dd","Standard query 0x44e0 A datos.tpfinal-tyr.com"
"122","0.031690124","8.8.8.8","10.10.0.1","d6:a1:12:c1:81:dd","DNS","97","5a:6a:8b:8c:c7:96","Standard query response 0x44e0 A datos.tpfinal-tyr.com A 12.12.0.12"
"123","0.059913083","10.10.0.10","8.8.8.8","5a:6a:8b:8c:c7:96","DNS","81","d6:a1:12:c1:81:dd","Standard query 0xaf0c A proxy.tpfinal-tyr.com"
"124","0.060265319","8.8.8.8","10.10.0.10","d6:a1:12:c1:81:dd","DNS","97","5a:6a:8b:8c:c7:96","Standard query response 0xaf0c A proxy.tpfinal-tyr.com A 10.10.0.1"
"125","0.060765210","10.10.0.10","8.8.8.8","5a:6a:8b:8c:c7:96","DNS","81","d6:a1:12:c1:81:dd","Standard query 0x2602 AAAA proxy.tpfinal-tyr.com"
"126","0.060856229","8.8.8.8","10.10.0.10","d6:a1:12:c1:81:dd","DNS","126","5a:6a:8b:8c:c7:96","Standard query response 0x2602 AAAA proxy.tpfinal-tyr.com SOA dns.tpfinal-tyr.com"
"127","0.007269505","4e:83:fc:5d:2f:1f","Broadcast","4e:83:fc:5d:2f:1f","ARP","60","ff:ff:ff:ff:ff:ff","Who has 12.12.0.11? Tell 12.12.0.1"
"128","0.007467043","6a:94:a9:bd:77:91","4e:83:fc:5d:2f:1f","6a:94:a9:bd:77:91","ARP","60","4e:83:fc:5d:2f:1f","12.12.0.11 is at 6a:94:a9:bd:77:91"
"129","0.007601924","10.10.0.1","12.12.0.11","4e:83:fc:5d:2f:1f","TCP","74","6a:94:a9:bd:77:91","[TCP Retransmission] 47548  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1575292112 TSecr=0 WS=128"
"130","0.007734150","12.12.0.11","10.10.0.1","6a:94:a9:bd:77:91","TCP","74","4e:83:fc:5d:2f:1f","[TCP Retransmission] 80  >  47548 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1709114237 TSecr=1575292112 WS=128"
"131","0.008618477","10.10.0.1","12.12.0.11","4e:83:fc:5d:2f:1f","TCP","66","6a:94:a9:bd:77:91","47548  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1575292113 TSecr=1709114237"
"132","0.009084224","10.10.0.1","12.12.0.11","4e:83:fc:5d:2f:1f","ICMP","78","6a:94:a9:bd:77:91","Echo (ping) request  id=0x4c00, seq=256/1, ttl=62 (reply in 133)"
"133","0.009176526","12.12.0.11","10.10.0.1","6a:94:a9:bd:77:91","ICMP","78","4e:83:fc:5d:2f:1f","Echo (ping) reply    id=0x4c00, seq=256/1, ttl=64 (request in 132)"
"134","0.010627037","10.10.0.1","12.12.0.11","4e:83:fc:5d:2f:1f","TCP","413","6a:94:a9:bd:77:91","[TCP Retransmission] 47548  >  80 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=347 TSval=1575292114 TSecr=1709114237"
"135","0.010769863","12.12.0.11","10.10.0.1","6a:94:a9:bd:77:91","TCP","66","4e:83:fc:5d:2f:1f","80  >  47548 [ACK] Seq=1 Ack=348 Win=64896 Len=0 TSval=1709114239 TSecr=1575292114"
"136","0.010861824","12.12.0.11","10.10.0.1","6a:94:a9:bd:77:91","TCP","559","4e:83:fc:5d:2f:1f","[TCP Retransmission] 80  >  47548 [PSH, ACK] Seq=1 Ack=348 Win=64896 Len=493 TSval=1709114240 TSecr=1575292114"
"137","0.011159638","12.12.0.11","10.10.0.1","6a:94:a9:bd:77:91","TCP","66","4e:83:fc:5d:2f:1f","[TCP Retransmission] 80  >  47548 [FIN, ACK] Seq=494 Ack=348 Win=64896 Len=0 TSval=1709114240 TSecr=1575292114"
"138","0.012281958","10.10.0.1","12.12.0.11","4e:83:fc:5d:2f:1f","TCP","66","6a:94:a9:bd:77:91","[TCP Keep-Alive] 47548  >  80 [ACK] Seq=348 Ack=494 Win=64128 Len=0 TSval=1575292117 TSecr=1709114240"
"139","0.019968389","10.10.0.1","12.12.0.11","4e:83:fc:5d:2f:1f","TCP","66","6a:94:a9:bd:77:91","[TCP Retransmission] 47548  >  80 [FIN, ACK] Seq=348 Ack=494 Win=64128 Len=0 TSval=1575292117 TSecr=1709114240"
"140","0.020065530","12.12.0.11","10.10.0.1","6a:94:a9:bd:77:91","TCP","66","4e:83:fc:5d:2f:1f","80  >  47548 [ACK] Seq=495 Ack=349 Win=64896 Len=0 TSval=1709114249 TSecr=1575292117"
"141","0.021187058","10.10.0.1","12.12.0.11","4e:83:fc:5d:2f:1f","TCP","66","6a:94:a9:bd:77:91","47548  >  80 [ACK] Seq=349 Ack=495 Win=64128 Len=0 TSval=1575292118 TSecr=1709114240"
"142","0.032498099","4e:83:fc:5d:2f:1f","Broadcast","4e:83:fc:5d:2f:1f","ARP","60","ff:ff:ff:ff:ff:ff","Who has 12.12.0.12? Tell 12.12.0.1"
"143","0.032591643","9e:76:f9:99:36:a3","4e:83:fc:5d:2f:1f","9e:76:f9:99:36:a3","ARP","60","4e:83:fc:5d:2f:1f","12.12.0.12 is at 9e:76:f9:99:36:a3"
"144","0.032765306","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","74","9e:76:f9:99:36:a3","[TCP Retransmission] 60712  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2356592128 TSecr=0 WS=128"
"145","0.032860323","12.12.0.12","10.10.0.1","9e:76:f9:99:36:a3","TCP","74","4e:83:fc:5d:2f:1f","[TCP Retransmission] 80  >  60712 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3927818970 TSecr=2356592128 WS=128"
"146","0.033880182","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","66","9e:76:f9:99:36:a3","60712  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2356592129 TSecr=3927818970"
"147","0.034973037","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","463","9e:76:f9:99:36:a3","[TCP Retransmission] 60712  >  80 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=397 TSval=2356592129 TSecr=3927818970"
"148","0.035410551","12.12.0.12","10.10.0.1","9e:76:f9:99:36:a3","TCP","66","4e:83:fc:5d:2f:1f","80  >  60712 [ACK] Seq=1 Ack=398 Win=64768 Len=0 TSval=3927818972 TSecr=2356592129"
"149","0.035509085","12.12.0.12","10.10.0.1","9e:76:f9:99:36:a3","TCP","891","4e:83:fc:5d:2f:1f","[TCP Retransmission] 80  >  60712 [PSH, ACK] Seq=1 Ack=398 Win=64768 Len=825 TSval=3927818972 TSecr=2356592129"
"150","0.035611105","12.12.0.12","10.10.0.1","9e:76:f9:99:36:a3","TCP","66","4e:83:fc:5d:2f:1f","[TCP Retransmission] 80  >  60712 [FIN, ACK] Seq=826 Ack=398 Win=64768 Len=0 TSval=3927818972 TSecr=2356592129"
"151","0.036906386","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","66","9e:76:f9:99:36:a3","[TCP Keep-Alive] 60712  >  80 [ACK] Seq=398 Ack=826 Win=64128 Len=0 TSval=2356592132 TSecr=3927818972"
"152","0.037263231","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","66","9e:76:f9:99:36:a3","[TCP Retransmission] 60712  >  80 [FIN, ACK] Seq=398 Ack=826 Win=64128 Len=0 TSval=2356592132 TSecr=3927818972"
"153","0.037357617","12.12.0.12","10.10.0.1","9e:76:f9:99:36:a3","TCP","66","4e:83:fc:5d:2f:1f","80  >  60712 [ACK] Seq=827 Ack=399 Win=64768 Len=0 TSval=3927818975 TSecr=2356592132"
"154","0.046569027","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","66","9e:76:f9:99:36:a3","60712  >  80 [ACK] Seq=399 Ack=827 Win=64128 Len=0 TSval=2356592132 TSecr=3927818972"
"155","0.062679354","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","74","9e:76:f9:99:36:a3","[TCP Retransmission] 60720  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2356592158 TSecr=0 WS=128"
"156","0.062764091","12.12.0.12","10.10.0.1","9e:76:f9:99:36:a3","TCP","74","4e:83:fc:5d:2f:1f","[TCP Retransmission] 80  >  60720 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3927819000 TSecr=2356592158 WS=128"
"157","0.063383885","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","66","9e:76:f9:99:36:a3","60720  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2356592158 TSecr=3927819000"
"158","0.069251590","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","464","9e:76:f9:99:36:a3","[TCP Retransmission] 60720  >  80 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=398 TSval=2356592159 TSecr=3927819000"
"159","0.069395098","12.12.0.12","10.10.0.1","9e:76:f9:99:36:a3","TCP","66","4e:83:fc:5d:2f:1f","80  >  60720 [ACK] Seq=1 Ack=399 Win=64768 Len=0 TSval=3927819001 TSecr=2356592159"
"160","0.070493763","12.12.0.12","10.10.0.1","9e:76:f9:99:36:a3","TCP","453","4e:83:fc:5d:2f:1f","[TCP Retransmission] 80  >  60720 [PSH, ACK] Seq=1 Ack=399 Win=64768 Len=387 TSval=3927819008 TSecr=2356592159"
"161","0.071324149","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","66","9e:76:f9:99:36:a3","[TCP Keep-Alive] 60720  >  80 [ACK] Seq=399 Ack=388 Win=64128 Len=0 TSval=2356592166 TSecr=3927819008"
"162","0.071588602","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","66","9e:76:f9:99:36:a3","[TCP Retransmission] 60720  >  80 [FIN, ACK] Seq=399 Ack=388 Win=64128 Len=0 TSval=2356592166 TSecr=3927819008"
"163","0.090108544","12.12.0.12","10.10.0.1","9e:76:f9:99:36:a3","TCP","66","4e:83:fc:5d:2f:1f","[TCP Retransmission] 80  >  60720 [FIN, ACK] Seq=388 Ack=400 Win=64768 Len=0 TSval=3927819027 TSecr=2356592166"
"164","0.090614116","10.10.0.1","12.12.0.12","4e:83:fc:5d:2f:1f","TCP","66","9e:76:f9:99:36:a3","60720  >  80 [ACK] Seq=400 Ack=389 Win=64128 Len=0 TSval=2356592186 TSecr=3927819027"
"165","0.000931584","0e:6c:d9:5c:66:95","Broadcast","0e:6c:d9:5c:66:95","ARP","60","ff:ff:ff:ff:ff:ff","Who has 190.7.231.30? Tell 190.7.231.40"
"166","0.001129473","fe:d8:49:5e:7b:a3","0e:6c:d9:5c:66:95","fe:d8:49:5e:7b:a3","ARP","60","0e:6c:d9:5c:66:95","190.7.231.30 is at fe:d8:49:5e:7b:a3"
"167","0.001249306","10.10.0.10","8.8.8.8","0e:6c:d9:5c:66:95","DNS","81","fe:d8:49:5e:7b:a3","Standard query 0x76fd A proxy.tpfinal-tyr.com"
"168","0.002368039","8.8.8.8","10.10.0.10","fe:d8:49:5e:7b:a3","DNS","97","0e:6c:d9:5c:66:95","Standard query response 0x76fd A proxy.tpfinal-tyr.com A 10.10.0.1"
"169","0.002761131","10.10.0.10","8.8.8.8","0e:6c:d9:5c:66:95","DNS","81","fe:d8:49:5e:7b:a3","Standard query 0xf7fb AAAA proxy.tpfinal-tyr.com"
"170","0.003438051","8.8.8.8","10.10.0.10","fe:d8:49:5e:7b:a3","DNS","126","0e:6c:d9:5c:66:95","Standard query response 0xf7fb AAAA proxy.tpfinal-tyr.com SOA dns.tpfinal-tyr.com"
"171","0.005219067","10.10.0.1","8.8.8.8","0e:6c:d9:5c:66:95","DNS","83","fe:d8:49:5e:7b:a3","Standard query 0xe717 PTR 10.0.10.10.in-addr.arpa"
"172","0.005509017","10.10.0.1","8.8.8.8","0e:6c:d9:5c:66:95","DNS","79","fe:d8:49:5e:7b:a3","Standard query 0xa7e2 A www.tpfinal-tyr.com"
"173","0.006106810","8.8.8.8","10.10.0.1","fe:d8:49:5e:7b:a3","DNS","133","0e:6c:d9:5c:66:95","Standard query response 0xe717 No such name PTR 10.0.10.10.in-addr.arpa SOA 10.IN-ADDR.ARPA"
"174","0.006410536","8.8.8.8","10.10.0.1","fe:d8:49:5e:7b:a3","DNS","95","0e:6c:d9:5c:66:95","Standard query response 0xa7e2 A www.tpfinal-tyr.com A 12.12.0.11"
"175","0.006935293","0e:6c:d9:5c:66:95","Broadcast","0e:6c:d9:5c:66:95","ARP","60","ff:ff:ff:ff:ff:ff","Who has 190.7.231.20? Tell 190.7.231.40"
"176","0.007025541","da:7a:0c:66:25:5b","0e:6c:d9:5c:66:95","da:7a:0c:66:25:5b","ARP","60","0e:6c:d9:5c:66:95","190.7.231.20 is at da:7a:0c:66:25:5b"
"177","0.007798430","10.10.0.1","12.12.0.11","0e:6c:d9:5c:66:95","TCP","74","da:7a:0c:66:25:5b","[TCP Retransmission] 47548  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1575292112 TSecr=0 WS=128"
"178","0.008392566","12.12.0.11","10.10.0.1","da:7a:0c:66:25:5b","TCP","74","0e:6c:d9:5c:66:95","[TCP Retransmission] 80  >  47548 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1709114237 TSecr=1575292112 WS=128"
"179","0.008678258","10.10.0.1","12.12.0.11","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","47548  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1575292113 TSecr=1709114237"
"180","0.009247258","10.10.0.1","12.12.0.11","0e:6c:d9:5c:66:95","ICMP","78","da:7a:0c:66:25:5b","Echo (ping) request  id=0x4c00, seq=256/1, ttl=63 (reply in 181)"
"181","0.009432883","12.12.0.11","10.10.0.1","da:7a:0c:66:25:5b","ICMP","78","0e:6c:d9:5c:66:95","Echo (ping) reply    id=0x4c00, seq=256/1, ttl=63 (request in 180)"
"182","0.010956520","10.10.0.1","12.12.0.11","0e:6c:d9:5c:66:95","TCP","413","da:7a:0c:66:25:5b","[TCP Retransmission] 47548  >  80 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=347 TSval=1575292114 TSecr=1709114237"
"183","0.011232534","12.12.0.11","10.10.0.1","da:7a:0c:66:25:5b","TCP","66","0e:6c:d9:5c:66:95","80  >  47548 [ACK] Seq=1 Ack=348 Win=64896 Len=0 TSval=1709114239 TSecr=1575292114"
"184","0.011869229","12.12.0.11","10.10.0.1","da:7a:0c:66:25:5b","TCP","559","0e:6c:d9:5c:66:95","[TCP Retransmission] 80  >  47548 [PSH, ACK] Seq=1 Ack=348 Win=64896 Len=493 TSval=1709114240 TSecr=1575292114"
"185","0.012054374","12.12.0.11","10.10.0.1","da:7a:0c:66:25:5b","TCP","66","0e:6c:d9:5c:66:95","[TCP Retransmission] 80  >  47548 [FIN, ACK] Seq=494 Ack=348 Win=64896 Len=0 TSval=1709114240 TSecr=1575292114"
"186","0.012341499","10.10.0.1","12.12.0.11","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","[TCP Keep-Alive] 47548  >  80 [ACK] Seq=348 Ack=494 Win=64128 Len=0 TSval=1575292117 TSecr=1709114240"
"187","0.020139648","10.10.0.1","12.12.0.11","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","[TCP Retransmission] 47548  >  80 [FIN, ACK] Seq=348 Ack=494 Win=64128 Len=0 TSval=1575292117 TSecr=1709114240"
"188","0.020335012","12.12.0.11","10.10.0.1","da:7a:0c:66:25:5b","TCP","66","0e:6c:d9:5c:66:95","80  >  47548 [ACK] Seq=495 Ack=349 Win=64896 Len=0 TSval=1709114249 TSecr=1575292117"
"189","0.021248363","10.10.0.1","12.12.0.11","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","47548  >  80 [ACK] Seq=349 Ack=495 Win=64128 Len=0 TSval=1575292118 TSecr=1709114240"
"190","0.028978586","10.10.0.10","8.8.8.8","0e:6c:d9:5c:66:95","DNS","81","fe:d8:49:5e:7b:a3","Standard query 0xbc75 A proxy.tpfinal-tyr.com"
"191","0.029368331","8.8.8.8","10.10.0.10","fe:d8:49:5e:7b:a3","DNS","97","0e:6c:d9:5c:66:95","Standard query response 0xbc75 A proxy.tpfinal-tyr.com A 10.10.0.1"
"192","0.029794835","10.10.0.10","8.8.8.8","0e:6c:d9:5c:66:95","DNS","81","fe:d8:49:5e:7b:a3","Standard query 0x5476 AAAA proxy.tpfinal-tyr.com"
"193","0.030045442","8.8.8.8","10.10.0.10","fe:d8:49:5e:7b:a3","DNS","126","0e:6c:d9:5c:66:95","Standard query response 0x5476 AAAA proxy.tpfinal-tyr.com SOA dns.tpfinal-tyr.com"
"194","0.031607270","10.10.0.1","8.8.8.8","0e:6c:d9:5c:66:95","DNS","81","fe:d8:49:5e:7b:a3","Standard query 0x44e0 A datos.tpfinal-tyr.com"
"195","0.031772297","8.8.8.8","10.10.0.1","fe:d8:49:5e:7b:a3","DNS","97","0e:6c:d9:5c:66:95","Standard query response 0x44e0 A datos.tpfinal-tyr.com A 12.12.0.12"
"196","0.032920004","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","74","da:7a:0c:66:25:5b","[TCP Retransmission] 60712  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2356592128 TSecr=0 WS=128"
"197","0.033013098","12.12.0.12","10.10.0.1","da:7a:0c:66:25:5b","TCP","74","0e:6c:d9:5c:66:95","[TCP Retransmission] 80  >  60712 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3927818970 TSecr=2356592128 WS=128"
"198","0.033940174","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","60712  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2356592129 TSecr=3927818970"
"199","0.035683429","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","463","da:7a:0c:66:25:5b","[TCP Retransmission] 60712  >  80 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=397 TSval=2356592129 TSecr=3927818970"
"200","0.035778557","12.12.0.12","10.10.0.1","da:7a:0c:66:25:5b","TCP","66","0e:6c:d9:5c:66:95","80  >  60712 [ACK] Seq=1 Ack=398 Win=64768 Len=0 TSval=3927818972 TSecr=2356592129"
"201","0.035870898","12.12.0.12","10.10.0.1","da:7a:0c:66:25:5b","TCP","891","0e:6c:d9:5c:66:95","[TCP Retransmission] 80  >  60712 [PSH, ACK] Seq=1 Ack=398 Win=64768 Len=825 TSval=3927818972 TSecr=2356592129"
"202","0.035972708","12.12.0.12","10.10.0.1","da:7a:0c:66:25:5b","TCP","66","0e:6c:d9:5c:66:95","[TCP Retransmission] 80  >  60712 [FIN, ACK] Seq=826 Ack=398 Win=64768 Len=0 TSval=3927818972 TSecr=2356592129"
"203","0.036967510","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","[TCP Keep-Alive] 60712  >  80 [ACK] Seq=398 Ack=826 Win=64128 Len=0 TSval=2356592132 TSecr=3927818972"
"204","0.037417097","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","[TCP Retransmission] 60712  >  80 [FIN, ACK] Seq=398 Ack=826 Win=64128 Len=0 TSval=2356592132 TSecr=3927818972"
"205","0.037510381","12.12.0.12","10.10.0.1","da:7a:0c:66:25:5b","TCP","66","0e:6c:d9:5c:66:95","80  >  60712 [ACK] Seq=827 Ack=399 Win=64768 Len=0 TSval=3927818975 TSecr=2356592132"
"206","0.046633988","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","60712  >  80 [ACK] Seq=399 Ack=827 Win=64128 Len=0 TSval=2356592132 TSecr=3927818972"
"207","0.059944832","10.10.0.10","8.8.8.8","0e:6c:d9:5c:66:95","DNS","81","fe:d8:49:5e:7b:a3","Standard query 0xaf0c A proxy.tpfinal-tyr.com"
"208","0.060323828","8.8.8.8","10.10.0.10","fe:d8:49:5e:7b:a3","DNS","97","0e:6c:d9:5c:66:95","Standard query response 0xaf0c A proxy.tpfinal-tyr.com A 10.10.0.1"
"209","0.060879933","10.10.0.10","8.8.8.8","0e:6c:d9:5c:66:95","DNS","81","fe:d8:49:5e:7b:a3","Standard query 0x2602 AAAA proxy.tpfinal-tyr.com"
"210","0.061005928","8.8.8.8","10.10.0.10","fe:d8:49:5e:7b:a3","DNS","126","0e:6c:d9:5c:66:95","Standard query response 0x2602 AAAA proxy.tpfinal-tyr.com SOA dns.tpfinal-tyr.com"
"211","0.062543521","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","74","da:7a:0c:66:25:5b","[TCP Retransmission] 60720  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2356592158 TSecr=0 WS=128"
"212","0.062866542","12.12.0.12","10.10.0.1","da:7a:0c:66:25:5b","TCP","74","0e:6c:d9:5c:66:95","[TCP Retransmission] 80  >  60720 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3927819000 TSecr=2356592158 WS=128"
"213","0.063292114","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","60720  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2356592158 TSecr=3927819000"
"214","0.063560674","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","464","da:7a:0c:66:25:5b","[TCP Retransmission] 60720  >  80 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=398 TSval=2356592159 TSecr=3927819000"
"215","0.069473844","12.12.0.12","10.10.0.1","da:7a:0c:66:25:5b","TCP","66","0e:6c:d9:5c:66:95","80  >  60720 [ACK] Seq=1 Ack=399 Win=64768 Len=0 TSval=3927819001 TSecr=2356592159"
"216","0.070588520","12.12.0.12","10.10.0.1","da:7a:0c:66:25:5b","TCP","453","0e:6c:d9:5c:66:95","[TCP Retransmission] 80  >  60720 [PSH, ACK] Seq=1 Ack=399 Win=64768 Len=387 TSval=3927819008 TSecr=2356592159"
"217","0.071230455","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","[TCP Keep-Alive] 60720  >  80 [ACK] Seq=399 Ack=388 Win=64128 Len=0 TSval=2356592166 TSecr=3927819008"
"218","0.071498845","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","[TCP Retransmission] 60720  >  80 [FIN, ACK] Seq=399 Ack=388 Win=64128 Len=0 TSval=2356592166 TSecr=3927819008"
"219","0.090226003","12.12.0.12","10.10.0.1","da:7a:0c:66:25:5b","TCP","66","0e:6c:d9:5c:66:95","[TCP Retransmission] 80  >  60720 [FIN, ACK] Seq=388 Ack=400 Win=64768 Len=0 TSval=3927819027 TSecr=2356592166"
"220","0.090517997","10.10.0.1","12.12.0.12","0e:6c:d9:5c:66:95","TCP","66","da:7a:0c:66:25:5b","60720  >  80 [ACK] Seq=400 Ack=389 Win=64128 Len=0 TSval=2356592186 TSecr=3927819027"
"221","5.127655918","d6:a1:12:c1:81:dd","5a:6a:8b:8c:c7:96","d6:a1:12:c1:81:dd","ARP","60","5a:6a:8b:8c:c7:96","Who has 8.8.8.1? Tell 8.8.8.8"
"222","5.128141312","5a:6a:8b:8c:c7:96","d6:a1:12:c1:81:dd","5a:6a:8b:8c:c7:96","ARP","60","d6:a1:12:c1:81:dd","8.8.8.1 is at 5a:6a:8b:8c:c7:96"
"223","5.127534121","fe:d8:49:5e:7b:a3","0e:6c:d9:5c:66:95","fe:d8:49:5e:7b:a3","ARP","60","0e:6c:d9:5c:66:95","Who has 190.7.231.40? Tell 190.7.231.30"
"224","5.127540563","da:7a:0c:66:25:5b","0e:6c:d9:5c:66:95","da:7a:0c:66:25:5b","ARP","60","0e:6c:d9:5c:66:95","Who has 190.7.231.40? Tell 190.7.231.20"
"225","5.128015327","0e:6c:d9:5c:66:95","fe:d8:49:5e:7b:a3","0e:6c:d9:5c:66:95","ARP","60","fe:d8:49:5e:7b:a3","190.7.231.40 is at 0e:6c:d9:5c:66:95"
"226","5.128020447","0e:6c:d9:5c:66:95","da:7a:0c:66:25:5b","0e:6c:d9:5c:66:95","ARP","60","da:7a:0c:66:25:5b","190.7.231.40 is at 0e:6c:d9:5c:66:95"
"227","5.127833649","6a:94:a9:bd:77:91","4e:83:fc:5d:2f:1f","6a:94:a9:bd:77:91","ARP","60","4e:83:fc:5d:2f:1f","Who has 12.12.0.1? Tell 12.12.0.11"
"228","5.127838708","9e:76:f9:99:36:a3","4e:83:fc:5d:2f:1f","9e:76:f9:99:36:a3","ARP","60","4e:83:fc:5d:2f:1f","Who has 12.12.0.1? Tell 12.12.0.12"
"229","5.128282825","4e:83:fc:5d:2f:1f","6a:94:a9:bd:77:91","4e:83:fc:5d:2f:1f","ARP","60","6a:94:a9:bd:77:91","12.12.0.1 is at 4e:83:fc:5d:2f:1f"
"230","5.128286963","4e:83:fc:5d:2f:1f","9e:76:f9:99:36:a3","4e:83:fc:5d:2f:1f","ARP","60","9e:76:f9:99:36:a3","12.12.0.1 is at 4e:83:fc:5d:2f:1f"
"231","5.128381189","b6:0c:f9:58:64:27","2a:89:5b:62:44:f2","b6:0c:f9:58:64:27","ARP","60","2a:89:5b:62:44:f2","Who has 10.10.0.1? Tell 10.10.0.100"
"232","5.128513805","2a:89:5b:62:44:f2","a2:19:52:a1:10:1a","2a:89:5b:62:44:f2","ARP","60","a2:19:52:a1:10:1a","Who has 10.10.0.10? Tell 10.10.0.1"
"233","5.128606749","a2:19:52:a1:10:1a","2a:89:5b:62:44:f2","a2:19:52:a1:10:1a","ARP","60","2a:89:5b:62:44:f2","10.10.0.10 is at a2:19:52:a1:10:1a"
"234","5.128688080","2a:89:5b:62:44:f2","b6:0c:f9:58:64:27","2a:89:5b:62:44:f2","ARP","60","b6:0c:f9:58:64:27","10.10.0.1 is at 2a:89:5b:62:44:f2"
